human_doc_type,topic_cluster,topic_size,topic_keywords,topic_prob,doc_id,sha256,rel_path,docform_cluster,clean_len,preview,topic_label_human,topic_keep,topic_notes
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",1.0,b36573d30f286919a76c8f10,b36573d30f286919a76c8f10ec6b26c79d7e7f1d40e06e4be1ec74b2a5184819,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_029679.txt,c0003,709,"From: Jeffrey Epstein [jeeyacation@gmail.com] \r
Sent: 10/24/2012 4:58:47 PM \r
To: Weingarten, Reid \r
have one of your cronys ask to see the mortgage to mara lago cash from electricinas union„ ( his driver MAtt \r
was the bag man, later made an exec at the public co. ) and the 30 milllion dollar loan from the casino to donald \r
trump. backdated, \r
**********************************************",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",1.0,6a44d1628e43e801eedc9633,6a44d1628e43e801eedc9633c16a9dc0586dc40756d8ebf0b8100687b6511e00,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_027048.txt,c0003,497,"From: Weingarten, Reid_______________________________________ \r
Sent: 1/23/2012 3:16:01 PM \r
To: 'jeevacation@gmail.com' [jeevacation@gmail.com] \r
Subject: Re: \r
Importance: High \r
Don't believe it \r
From: Jeffrey Epstein [mailto:jeevacation@gmail.com] \r
Sent: Monday, January 23, 2012 07:54 AM \r
To: Weingarten, Reid \r
Subject: \r
dershowiz tells me obama called him to ask him what was goi",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",1.0,5758a4f98d19b13f190f376c,5758a4f98d19b13f190f376c3d80cd945c47badd5e397bda07acfa4cd0ed2850,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_030482.txt,c0003,545,"Date: Wednesday, August 3 2011 12:55 AM \r
Subject: Re: basketball player \r
From: \r
To: Uncle F Jeffrey Epstein <jeevacation@grnail.corn>; \r
Its such a circus with this politics thing...its ridiculous \r
Sent via BlackBerry from T- Mobile \r
From: Jeffrey Epstein <jeevacation@gmail.com > \r
Date: Tue, 2 Aug 2011 22:40:02 +0200 \r
To: \r
Subject: basketball player \r
obama was scheduled to sign ",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",1.0,be3cfc8d8802d9734792b069,be3cfc8d8802d9734792b06964169074d76bd478eeb4decbd4952edb4016edb5,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_030806.txt,c0003,539,"From: Boris Nikolic (bgC3) \r
Sent: 1/29/2011 12:36:57 AM \r
To: Jeffrey Epstein [jeeyacation@gmail.com] \r
Subject: RE: \r
Importance: High \r
Agree! \r
Sent from my Samsung JackTM, a Windows Mobile® smartphone from AT&T \r
From: Jeffrey Epstein <jeevacation@gmail.com> \r
Sent: Saturday, January 29, 2011 1:35 AM \r
To: Boris Nikolic (bgC3) \r
Subject: \r
I can find out if mick jagger, ken starr, ",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",0.9724215816024503,7b3d768dbee9d6d4b5a4a053,7b3d768dbee9d6d4b5a4a05325e9bf9e88fd648f5f66ff73ac47ba67990fb416,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_022444.txt,c0003,699,"From: Nicholas Ribis \r
Sent: 4/25/2016 2:04:49 PM \r
To: 'jeffrey E.' [jeeyacation@gmail.com] \r
Importance: High \r
Remind ur friend that I designed the DJT business comeback and now he may be the President \r
Nicholas Ribis \r
President/CEO \r
NLR Ventures \r
60 Morris Turnpike 2FL \r
Summit, NJ 07901 \r
0: \r
F: \r
************************************************************ \r
CONFIDENTIALITY",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",0.8285886661820994,bdd11030520fcca9c289d105,bdd11030520fcca9c289d1056134d2b5c0b8306f5260384e381776b7032a3a2d,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_026356.txt,c0003,579,"From: jeffrey E. [jeeyacation@gmail.com] \r
Sent: 4/23/2015 7:44:25 PM  \r
To: Martin Weinberg \r
Subject: Re: ATTORNEY-CLIENT PRIVILEGE \r
Importance: High \r
Privileged - Redacted \r
L._ \r
On Thu, Apr 23, 2015 at 3:43 PM, Martin Weinberg wrote: \r
Privileged - Redacted \r
MGW \r
Martin G. Weinberg, Esq. \r
20 Park Plaza, Suite 1000 \r
Boston, MA 02116 \r
This Electronic Message contains \r
info",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",0.7761226337732703,63a9396ffaf230a2494b3178,63a9396ffaf230a2494b3178cc664554bc7191d8bca84abb8f60c665ee63e9a5,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_030420.txt,c0003,693,"Date: Wednesday, March 9 2011 01:51 AM \r
Subject: Re: \r
From: Steve Hanson < \r
To: jeevacation@gmail.com; \r
Hey. Just landed from LA. You around for a call- no rush- when ur free /tell me \r
Hope your ok \r
Xxoo \r
Sent from Steve Hanson's Blackberry \r
Confidentiality Notice: This e-mail transmission and any file or previous e-mail attached to it is intended to be viewed only by the party to ",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",0.6089204329949008,9561d1a931d9ff97a66dde2b,9561d1a931d9ff97a66dde2b95bc3f441128352dffdb51896843f712f25d4a1c,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_031712.txt,c0003,649,"From: Darren Indyke \r
Sent: 10/13/2016 10:01:10 PM \r
To: Jeffrey Epstein [jeeyacation@gmail.com] \r
Subject: Fwd: Google Alert - Jeffrey Epstein \r
Importance: High \r
Click on the link to the video at the bottom of the article below. Wow. \r
DARREN K. INDYKE \r
DARREN K. INDYKE, PLLC \r
575 Lexington Avenue, 4th Floor \r
New York, New York 10022 \r
Telephone: \r
Telecopier: \r
Mobile: \r
email:",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",0.6089204329949008,20724b5c2ee941f69fd32166,20724b5c2ee941f69fd321668607fd413b5f582ac450cdcf29b859856afbdb1e,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_025233.txt,c0003,646,"Date: Friday, December 16 2011 06:41 PM \r
Subject: Approach Summary \r
From: Christina Galbraith \r
> \r
To: Jeffrey Epstein <jeevacation©gmail.com >; \r
Picasso Overview_pdf.html; Untitled attachment 63876.htm; RepDef-Process-Deck_pdf.html; Untitled \r
attachment 63879.htm; company-overview_pdf.html; Untitled attachment 63882.htm \r
Attachments: \r
1. Optimizing good information to push down the",,,
email_strategy_politics_investment,1,60,"the, this communication, communication, information, is, may, use, may be, this, privileged, the information, confidential, information contained, contained in, communication is",0.6089204329949008,6e35a719127b4865e42fcc93,6e35a719127b4865e42fcc93a0a242b836466cf241023386c1ee9888ed11a7c3,TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_013415.txt,c0003,604,"From: Darren Indyke > \r
To: Jackie Perczek \r
Date: 4/7/2011 1:27 PM \r
Subject: Privileged and Confidential \r
Attachments: Edwards Articles -1.doc; Edwards Articles - 12.pdf; Edwards Articles - 10.pdf; Edwards \r
Articles - 9.doc; Edwards Articles - 8.doc; Edwards Articles - 7.doc; Edwards Articles - 6.doc; Edwards \r
Articles - 5.doc; Edwards Articles - 3.doc; Edwards Articles - 2.doc; Edwards",,,
