docform_cluster	docform_cluster_prob	doc_family	ext	extraction_method	doc_id	sha256	source_root	rel_path	text_path	size_bytes	n_chars	n_lines	digit_ratio	upper_ratio	email_count	phone_like_count	date_like_count	money_like_count	preview_snip	punct_ratio	colon_ratio	header_line_ratio	unique_line_ratio	repeated_line_max_frac	docform_coarse_chargrams
c0000_r0000	1.0	text	.txt	textlike	36f2d75ba2fa065952dc38b4	36f2d75ba2fa065952dc38b4bb07999105220b0837d98412d7918c9b0b0a21af	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_027396.txt	cache/fulltext/36f2d75ba2fa065952dc38b4.txt.gz	4583	4583	163	0.241981234998909	0.1581933231507746	10	31	24	0	Source Entry: H\Macintosh HD\ root\Users \ j ee\Library\Messages \Archive\2 0 1 8 - 0 8 -2 0 \M \r\non 2018-08-20 at 17.35.02.ichat \r\nService: iMessage \r\nStart Time: 08/20/18 02:35:02 PM (556493702) \r\nEnd Time: 08/20/18 04:21:47 PM (5	0.0997737556561086	0.04773755656108597	0.8711656441717791	0.5276073619631901	0.12883435582822086	:  |  Is  | Is  | : No |  Is | M (5 | Is | M ( |  No  | ime: | ID:  | ID: | No  |  (5 | me:  | (5 | me: | UID: | Is R | UID | GUID | GUI |  GUI | Is I | n: N | D:  | ags: | D: | o GU | No G
c0000_r0000	1.0	text	.txt	textlike	5166ffd942b6b24b1b13e040	5166ffd942b6b24b1b13e040dc27ab0a5562cc7bdead5c688ae61d0615795301	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_027428.txt	cache/fulltext/5166ffd942b6b24b1b13e040.txt.gz	7176	7176	225	0.1996934225195094	0.1372630992196209	19	35	31	0	Source Entr: H\Macintosh HD\root\Users\jee\Library\Messages\Archive\2018-09-281111 \r\non 2018-09-28 at 13.40.45.ichat \r\nService: iMessage \r\nStart Time: 09/26/18 11:51:48 AM (559680708) \r\nEnd Time: 09/28/18 12:56:23 PM (559857383) \r\	0.0913537620486261	0.04056970220112214	0.8577777777777778	0.5466666666666666	0.12444444444444444	:  |  Is  | Is  | : No |  Is | M (5 | Is | M ( |  No  | ime: | ID:  | ID: | No  |  (5 | me:  | (5 | me: | UID: | Is R | UID | GUID | GUI |  GUI | Is I | n: N | D:  | ags: | D: | o GU | No G
c0001_r0000	1.0	text	.txt	textlike	368f5bcf0060f82a4f28df45	368f5bcf0060f82a4f28df45e0e663a68d9e6f7c1cc87797ceeaa088731c45e4	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_027074.txt	cache/fulltext/368f5bcf0060f82a4f28df45.txt.gz	9905	9833	459	0.0271534628292484	0.0431201057662971	0	6	0	4	﻿\r\n\r\nThe case for the FC2 female condom\r\n the female health company\r\n                    \r\n                    \r\n                    \r\n                    \r\n\r\n\r\n\r\n\r\n\r\n\r\n\r\nOverview\r\n\r\n\r\n\r\n\r\n\r\n\r\n\r	0.023300351101180977	0.0029790403234386635	0.04294478527607362	0.9631901840490797	0.018404907975460124	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	pdf	.pdf	pdf_text_only	a2d4c4624e434b381d523764	a2d4c4624e434b381d523764d51ca8e91da114beea7d658b69e41433f9dd89e5	A. Evidence List_0_0_0_0.pdf	A. Evidence List_0_0_0_0.pdf	cache/fulltext/a2d4c4624e434b381d523764.txt.gz	728648	10606	893	0.084291910239487	0.1416179521025834	0	2	1	8	50D-NY-3027571 \nType(s):1B, 1D, 1E\nItem #\nType \n1B146 \nDigital \n1B145 \nDigital \n1B144 \nDigital \n1B143 \nDigital \n1B142 \nDigital \n1B141 \nDigital \n1B140 \nGeneral \n1B139 \nGeneral \n1B138 \nGeneral \n1B137 \nGeneral \n1B136 \n	0.05025457288327362	0.007260041485951349	0.0	0.639686684073107	0.22193211488250653	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	c966c7cf0c96fa47a96011c3	c966c7cf0c96fa47a96011c3d568d6685a43b61e0e134011ce2a2c36ddaa2562	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_020153.txt	cache/fulltext/c966c7cf0c96fa47a96011c3.txt.gz	721508	710675	3367	0.0102381538678017	0.0411749393182537	0	233	2	39	﻿[DECEMBER DRAFT--- 287 pages]\r\n\r\n\r\n\r\nTHE SNOWDEN AFFAIR \r\n\r\n\r\n A Spy Story in Six Parts\r\n\r\n\r\n\r\nBy Edward Jay Epstein\r\n\r\n\r\n\r\n\r\n                                            CONTENTS\r\n\r\n\r\n\r\n             	0.024063067291759742	0.0004170743155739791	0.008338678640153944	0.9570237331622835	0.001924310455420141	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	b75cd0a864896d9724410aa6	b75cd0a864896d9724410aa629f9e18a9cb0c86bf7a53843d05c1b231ddbeac6	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_030030.txt	cache/fulltext/b75cd0a864896d9724410aa6.txt.gz	50053	49685	397	0.0045285297373452	0.0293448726979973	0	2	0	1	"﻿                    \n29 March, 2011\r\r\nArticle 1.	Foreign Policy\r\nThe Syrian Time Bomb\r\nPatrick Seale	\r\nArticle 2.	Politico\r\nObama failing as commander in chief\r\nRobert D. Blackwill	\r\nArticle 3.	The Financial Times\r\nLibya,"	0.023532265890344493	0.0005054180818372958	0.018072289156626505	0.891566265060241	0.012048192771084338	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	409a84bdefe145a747099f3f	409a84bdefe145a747099f3f389e2531157c06f7c0dc18a4ceefc558fec733d4	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_016574.txt	cache/fulltext/409a84bdefe145a747099f3f.txt.gz	54808	54723	820	0.0228423149315644	0.0906017579445571	0	6	1	64	"﻿          	     TOWN OF PALM BEACH	 \r\r\n        	  		  POLICE DEPARTMENT\r\r\n			\r\r\n                                                    A NATIONAL AND STATE ACCREDITED LAW ENFORCEMENT AGENCY\r\r\n\r\r\n\r\r\n\r\r\n\r\r\n              "	0.025556987663413737	0.0003314306757503222	0.009615384615384616	0.8173076923076923	0.07692307692307693	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	a8c8a4f63377edc9773cfa29	a8c8a4f63377edc9773cfa29be254eebef25bff86efbfde233facec75dd8fbde	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_016602.txt	cache/fulltext/a8c8a4f63377edc9773cfa29.txt.gz	35906	35882	682	0.0219608717462794	0.1059026810099771	0	2	1	25	"﻿          	     TOWN OF PALM BEACH	 \r\r\n        	  		  POLICE DEPARTMENT\r\r\n			\r\r\n                                                    A NATIONAL AND STATE ACCREDITED LAW ENFORCEMENT AGENCY\r\r\n\r\r\n\r\r\n\r\r\n\r\r\n              "	0.025071754178625696	0.0004220834036805673	0.005494505494505495	0.8131868131868132	0.10989010989010989	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	c952ba8aaa6ba72145ed9d26	c952ba8aaa6ba72145ed9d269df129eb4ed2f2479d318e973c019c7b0bedad36	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_024592.txt	cache/fulltext/c952ba8aaa6ba72145ed9d26.txt.gz	54295	54035	351	0.0070324789488294	0.029647450726381	0	0	1	6	"﻿                    \n\r\r\n25 August, 2011\r\r\n\r\r\nArticle 1.	Scientific American\r\nIs Muammar Qadhafi Clinically Psychotic? \r\nJohn Matson  	\r\nArticle 2.	The Financial Times \r\nWhy Libya sceptics were proved badly wrong\r\nAnne-M"	0.023357799869924742	0.0004273901328625848	0.025806451612903226	0.9225806451612903	0.012903225806451613	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	baa3eb3f1c6ca3c5c5f1f713	baa3eb3f1c6ca3c5c5f1f7131d0ed41f54fd8fa2f4d14cdab385d12c62f63162	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_029628.txt	cache/fulltext/baa3eb3f1c6ca3c5c5f1f713.txt.gz	55735	55559	527	0.0134631652837524	0.0420273943015533	0	10	0	11	"﻿                    \n4 June, 2011\r\r\nArticle 1.	NYT\r\nPresident Assad’s Bloody Hands\r\nEditorial	\r\nArticle 2.	The Washington Post\r\nEgypt’s revolutionary justice\r\nEditorial	\r\nArticle 3.	Al-Ahram Weekly\r\nEgypt: In search of a "	0.028767197781282287	0.000652564032845723	0.019157088122605363	0.9080459770114943	0.022988505747126436	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	0ada3b5e878b19958d830e30	0ada3b5e878b19958d830e308595cac6b825eba50790f128fc90749243f03b5d	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_031876.txt	cache/fulltext/0ada3b5e878b19958d830e30.txt.gz	63642	62908	733	0.0119221720607871	0.0356234501176321	0	15	1	0	"﻿                    \n14 June, 2011\r\r\nArticle 1.	The Washington Post\r\nFrom a Saudi prince, tough talk on America’s favoritism toward Israel\r\nRichard Cohen	\r\nArticle 2.	Boston Globe\r\nTurkey’s new challenges\r\nStephen Kinzer 	\r\"	0.02331842877061397	0.0010737695722550765	0.09210526315789473	0.9276315789473685	0.019736842105263157	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	0302d18bf974c645d47e23e6	0302d18bf974c645d47e23e6630665d38382533ed6b5e365c61e1183daa45a62	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_031913.txt	cache/fulltext/0302d18bf974c645d47e23e6.txt.gz	50423	50085	563	0.0149545772187281	0.0404911650194669	0	12	0	2	"﻿                    \n24 August, 2011\r\r\nArticle 1.	The Daily Beast\r\nObama’s True Claim to Fame\r\nMichael Tomasky 	\r\nArticle 2.	Stratfor\r\nIsraeli-Arab Crisis Approaching\r\nGeorge Friedman	\r\nArticle 3.	The Financial Times \r\nWh"	0.027709025052822217	0.000664050709326894	0.011538461538461539	0.9115384615384615	0.023076923076923078	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	796c6ef4b6ff0741944d7e17	796c6ef4b6ff0741944d7e17d78ebcda58c6902810c89e26450cdf22058a8274	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/002/HOUSE_OVERSIGHT_032171.txt	cache/fulltext/796c6ef4b6ff0741944d7e17.txt.gz	58921	58602	357	0.0035834954438415	0.0253233678031466	0	1	0	4	"﻿                    \n26 June, 2011\r\r\nArticle 1.	NYT\r\nBuilding Boom in Gaza’s Ruins Belies Misery That Remains\r\nEthan Bronner	\r\nArticle 2.	Herald Tribune\r\nBuying Into Palestinian Statehood\r\nYossi Alpher, Colette Avital, Shlomo"	0.021879815100154083	0.0005478513953090224	0.014084507042253521	0.9014084507042254	0.014084507042253521	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0001_r0000	1.0	text	.txt	textlike	270fe2b3332b7542771995f4	270fe2b3332b7542771995f4ca6c3af4fd7d549de554f1a2341298358078056c	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_024997.txt	cache/fulltext/270fe2b3332b7542771995f4.txt.gz	48560	48250	518	0.005720207253886	0.0359792746113989	0	0	0	0	"﻿                    \n8 September, 2011\r\r\nArticle 1.	Today’s Zaman\r\nThe UN report and Turkish foreign policy \r\nCenap Çakmak 	\r\nArticle 2.	The National Interest \r\nThe Turkish-Israeli Cold War\r\nHenri J. Barkey	\r\nArticle 3.	Los"	0.026256470195358157	0.0010644514944064118	0.20855614973262032	0.9358288770053476	0.0106951871657754	e  |  t | s  |  a | th | in | he | t  | d  | n  |  th | er | an | on | re | ,  | the | he  |  o | at |  i |  the | en | or | ti | es | te | nd | y  | the 
c0002_r0000	1.0	text	.txt	textlike	43c8f7b4960bb7545d1e0c1a	43c8f7b4960bb7545d1e0c1a3270c98126b5a4feb9b61df14b4bf0fe22d0ae64	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_031036.txt	cache/fulltext/43c8f7b4960bb7545d1e0c1a.txt.gz	3169	3169	62	0.0312401388450615	0.0662669611864941	3	1	2	0	From: jeffrey epstein [jeeyacation@gmail.com] \r\nSent: 5/16/2011 8:28:27 PM \r\nTo: Richard Kahn \r\nSubject: Re: Check ou1- Sok p5 Google \r\nYes \r\nSorry for all the typos .Sent from my iPhone \r\nOn May 16, 2011, at 5:10 PM, Richard Ka	0.08979723205664629	0.007402639201802382	0.11290322580645161	0.7903225806451613	0.03225806451612903	** | *** | **** | e  |  t |  a | y  | in | s  |  i | th | n  | d  | on | at |  th | ,  | re | ti |  c | co | or | t  | is | he |  co | an |  o | is  | te
c0002_r0000	1.0	text	.txt	textlike	b7efdef1a9ceb780ced8a463	b7efdef1a9ceb780ced8a463ab0e642b841a5c115fc89fcde01a45afa1234b53	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_031020.txt	cache/fulltext/b7efdef1a9ceb780ced8a463.txt.gz	3426	3422	74	0.0219170075978959	0.0406195207481005	6	0	1	0	From: Jeffrey Epstein [jeeyacation@gmail.com] \r\nSent: 1/30/2011 11:45:40 PM \r\nTo: Boris Nikolic (bgC3) \r\nSubject: Re: Re: \r\nperfect \r\nOn Sun, Jan 30, 2011 at 6:39 PM, Boris Nikolic (bgC3) < \r\nThank you man. Want to go and take a	0.0967741935483871	0.007467144563918757	0.14864864864864866	0.5945945945945946	0.04054054054054054	** | *** | **** | e  |  t |  a | y  | in | s  |  i | th | n  | d  | on | at |  th | ,  | re | ti |  c | co | or | t  | is | he |  co | an |  o | is  | te
c0002_r0000	1.0	text	.txt	textlike	a7c3f2d76af4c91368e397a3	a7c3f2d76af4c91368e397a3c21a2fcc741de0e6068f61614b83a09681844037	TEXT-20251116T222102Z-1-001	TEXT-20251116T222102Z-1-001/TEXT/001/HOUSE_OVERSIGHT_025347.txt	cache/fulltext/a7c3f2d76af4c91368e397a3.txt.gz	3234	3234	70	0.0225726654298082	0.0358688930117501	8	0	1	0	From: Weingarten, Reid \r\nSent: 10/16/2012 1:00:27 AM \r\nTo: 'jeevacation@gmail.com' [jeevacation@gmail.com] \r\nSubject: Re: Re: \r\nImportance: High \r\nClinton \r\nFrom: Jeffrey Epstein [mailto:jeevacation@gmail.com] \r\nSent: Monday, 	0.10335018963337547	0.010745891276864728	0.22857142857142856	0.5571428571428572	0.04285714285714286	** | *** | **** | e  |  t |  a | y  | in | s  |  i | th | n  | d  | on | at |  th | ,  | re | ti |  c | co | or | t  | is | he |  co | an |  o | is  | te
